Location Name,State Index,State Abbr,Total Pop,Income in the past 12 months below poverty level,"Below poverty level per 1,000 residents",Percent below poverty level,state,county
Pulaski County,Indiana,IN,12910,1710,132.46,13.246,18,131
Pike County,Missouri,MO,18475,2447,132.45,13.245,29,163
Gallatin County,Kentucky,KY,8543,1131,132.39,13.239,21,77
Benton County,Minnesota,MN,39457,5220,132.3,13.23,27,9
Medina County,Texas,TX,47920,6340,132.3,13.23,48,325
Lyon County,Minnesota,MN,25670,3396,132.29,13.229,27,83
Richmond County,Virginia,VA,8868,1173,132.27,13.227,51,159
Bryan County,Georgia,GA,34104,4509,132.21,13.221,13,29
Bastrop County,Texas,TX,78286,10350,132.21,13.221,48,21
Yates County,New York,NY,25106,3319,132.2,13.22,36,123
Dauphin County,Pennsylvania,PA,271962,35950,132.19,13.219,42,43
Iredell County,North Carolina,NC,167493,22114,132.03,13.203,37,97
Dawson County,Georgia,GA,22939,3028,132,13.2,13,85
Vermillion County,Indiana,IN,15752,2077,131.86,13.186,18,165
Clark County,Kansas,KS,2131,281,131.86,13.186,20,25
Greenlee County,Arizona,AZ,9224,1216,131.83,13.183,4,11
Nez Perce County,Idaho,ID,39995,5266,131.67,13.167,16,69
Hood River County,Oregon,OR,22842,3006,131.6,13.16,41,27
Stark County,Illinois,IL,5840,768,131.51,13.151,17,175
Butler County,Ohio,OH,373638,49134,131.5,13.15,39,17
Schleicher County,Texas,TX,3171,417,131.5,13.15,48,413
Allen Parish,Louisiana,LA,25619,3367,131.43,13.143,22,3
Tom Green County,Texas,TX,116264,15267,131.31,13.131,48,451
Pepin County,Wisconsin,WI,7349,965,131.31,13.131,55,91
Henderson County,North Carolina,NC,110905,14559,131.27,13.127,37,89
Knox County,Indiana,IN,37956,4980,131.2,13.12,18,83
Morgan County,Georgia,GA,17943,2354,131.19,13.119,13,211
Greensville County,Virginia,VA,11698,1534,131.13,13.113,51,81
Tioga County,Pennsylvania,PA,42031,5509,131.07,13.107,42,117
Berkeley County,West Virginia,WV,110173,14436,131.03,13.103,54,3
Throckmorton County,Texas,TX,1520,199,130.92,13.092,48,447
Scotts Bluff County,Nebraska,NE,36599,4791,130.91,13.091,31,157
Texas County,Oklahoma,OK,21499,2814,130.89,13.089,40,139
Anderson County,Texas,TX,57772,7561,130.88,13.088,48,1
Trousdale County,Tennessee,TN,7970,1043,130.87,13.087,47,169
Camden County,New Jersey,NJ,511145,66882,130.85,13.085,34,7
Franklin County,Kansas,KS,25663,3357,130.81,13.081,20,59
Flagler County,Florida,FL,102917,13453,130.72,13.072,12,35
Newton County,Indiana,IN,14022,1833,130.72,13.072,18,111
Mercer County,Pennsylvania,PA,114598,14962,130.56,13.056,42,85
Harrison County,Indiana,IN,39370,5139,130.53,13.053,18,61
Hancock County,Ohio,OH,75672,9877,130.52,13.052,39,63
Pulaski County,Virginia,VA,34417,4491,130.49,13.049,51,155
Gulf County,Florida,FL,15851,2068,130.46,13.046,12,45
Rooks County,Kansas,KS,5160,673,130.43,13.043,20,163
Menard County,Texas,TX,2163,282,130.37,13.037,48,327
Collier County,Florida,FL,348236,45375,130.3,13.03,12,21
Armstrong County,Pennsylvania,PA,67512,8786,130.14,13.014,42,5
Sherman County,Nebraska,NE,3090,402,130.1,13.01,31,163
Beckham County,Oklahoma,OK,23290,3030,130.1,13.01,40,9
Dunn County,Wisconsin,WI,44348,5768,130.06,13.006,55,33
Stearns County,Minnesota,MN,153661,19983,130.05,13.005,27,145
Walton County,Georgia,GA,87436,11365,129.98,12.998,13,297
Tucker County,West Virginia,WV,6922,899,129.88,12.988,54,93
Lake County,South Dakota,SD,12331,1601,129.84,12.984,46,79
Gallatin County,Montana,MT,97958,12716,129.81,12.981,30,31
Wood County,Ohio,OH,129418,16797,129.79,12.979,39,173
Itasca County,Minnesota,MN,45356,5886,129.77,12.977,27,61
Boulder County,Colorado,CO,313961,40732,129.74,12.974,8,13
Jefferson County,Florida,FL,14082,1825,129.6,12.96,12,65
Monroe County,Iowa,IA,7964,1032,129.58,12.958,19,135
Grant County,West Virginia,WV,11770,1525,129.57,12.957,54,23
Sandusky County,Ohio,OH,59870,7757,129.56,12.956,39,143
Berkeley County,South Carolina,SC,199081,25772,129.45,12.945,45,15
Hutchinson County,South Dakota,SD,7264,940,129.41,12.941,46,67
Madison County,Alabama,AL,349973,45287,129.4,12.94,1,89
Carteret County,North Carolina,NC,68537,8869,129.4,12.94,37,31
Crawford County,Wisconsin,WI,16415,2123,129.33,12.933,55,23
Gwinnett County,Georgia,GA,874242,112999,129.25,12.925,13,135
Decatur County,Kansas,KS,2886,373,129.24,12.924,20,39
Harding County,South Dakota,SD,1277,165,129.21,12.921,46,63
Taylor County,Iowa,IA,6209,802,129.17,12.917,19,173
Buffalo County,Nebraska,NE,48402,6252,129.17,12.917,31,19
Eddy County,North Dakota,ND,2370,306,129.11,12.911,38,27
Madison County,Illinois,IL,266759,34400,128.96,12.896,17,119
Garfield County,Utah,UT,5020,647,128.88,12.888,49,17
Wood County,Texas,TX,43198,5556,128.62,12.862,48,499
Onslow County,North Carolina,NC,185755,23890,128.61,12.861,37,133
Pine County,Minnesota,MN,29067,3737,128.57,12.857,27,115
Christian County,Illinois,IL,33888,4356,128.54,12.854,17,21
Bennington County,Vermont,VT,36503,4692,128.54,12.854,50,3
Grant County,Arkansas,AR,18046,2318,128.45,12.845,5,53
Craig County,Virginia,VA,5195,667,128.39,12.839,51,45
Fremont County,Colorado,CO,46835,6012,128.37,12.837,8,43
Bureau County,Illinois,IL,33822,4340,128.32,12.832,17,11
Lander County,Nevada,NV,5907,757,128.15,12.815,32,15
Decatur County,Indiana,IN,26340,3375,128.13,12.813,18,31
Union County,Georgia,GA,22033,2822,128.08,12.808,13,291
Baldwin County,Alabama,AL,199510,25551,128.07,12.807,1,3
Larimer County,Colorado,CO,325228,41640,128.03,12.803,8,69
Lewis County,Missouri,MO,10146,1299,128.03,12.803,29,111
Richmond County,New York,NY,473324,60530,127.88,12.788,36,85
Cheatham County,Tennessee,TN,39575,5061,127.88,12.788,47,21
Marinette County,Wisconsin,WI,41090,5254,127.87,12.787,55,75
Winona County,Minnesota,MN,51145,6539,127.85,12.785,27,169
Russell County,Kansas,KS,6988,893,127.79,12.779,20,167
Garfield County,Oklahoma,OK,62481,7980,127.72,12.772,40,47
Shelby County,Illinois,IL,22011,2810,127.66,12.766,17,173
Colonial Heights city,Virginia,VA,17554,2241,127.66,12.766,51,570
Adams County,Colorado,CO,479977,61265,127.64,12.764,8,1
Antrim County,Michigan,MI,23215,2962,127.59,12.759,26,9
Howard County,Texas,TX,36423,4646,127.56,12.756,48,227
Kent County,Delaware,DE,171474,21866,127.52,12.752,10,1
Haskell County,Kansas,KS,4087,521,127.48,12.748,20,81
Cortland County,New York,NY,48713,6209,127.46,12.746,36,23
Franklin County,Nebraska,NE,3076,392,127.44,12.744,31,61
Caldwell County,Missouri,MO,9057,1153,127.3,12.73,29,25
Monroe County,Florida,FL,77150,9815,127.22,12.722,12,87
Huron County,Ohio,OH,58704,7467,127.2,12.72,39,77
Susquehanna County,Pennsylvania,PA,41832,5320,127.18,12.718,42,115
Montgomery County,Illinois,IL,29301,3725,127.13,12.713,17,135
Worth County,Missouri,MO,2061,262,127.12,12.712,29,227
Carlton County,Minnesota,MN,35482,4507,127.02,12.702,27,17
McKenzie County,North Dakota,ND,10718,1361,126.98,12.698,38,53
Lehigh County,Pennsylvania,PA,358792,45552,126.96,12.696,42,77
Jackson County,Texas,TX,14678,1863,126.92,12.692,48,239
DeKalb County,Indiana,IN,42489,5387,126.79,12.679,18,33
Wakulla County,Florida,FL,31314,3970,126.78,12.678,12,129
Roger Mills County,Oklahoma,OK,3732,473,126.74,12.674,40,129
Sussex County,Delaware,DE,211224,26765,126.71,12.671,10,5
Keokuk County,Iowa,IA,10234,1296,126.64,12.664,19,107
Fayette County,Iowa,IA,20391,2581,126.58,12.658,19,65
Monroe County,Georgia,GA,27044,3419,126.42,12.642,13,207
Erie County,Ohio,OH,75808,9584,126.42,12.642,39,43
Union County,Iowa,IA,12539,1585,126.41,12.641,19,175
Macoupin County,Illinois,IL,46482,5875,126.39,12.639,17,117
Kit Carson County,Colorado,CO,8174,1033,126.38,12.638,8,63
Blaine County,Idaho,ID,21427,2707,126.34,12.634,16,13
Noble County,Oklahoma,OK,11470,1449,126.33,12.633,40,103
Adams County,Illinois,IL,66949,8457,126.32,12.632,17,1
Lawrence County,Indiana,IN,45696,5771,126.29,12.629,18,93
Keith County,Nebraska,NE,8103,1023,126.25,12.625,31,101
Hampshire County,Massachusetts,MA,161035,20315,126.15,12.615,25,15
Becker County,Minnesota,MN,33375,4209,126.11,12.611,27,5
Wright County,Iowa,IA,12891,1625,126.06,12.606,19,197
Pratt County,Kansas,KS,9729,1226,126.02,12.602,20,151
Tama County,Iowa,IA,17423,2195,125.98,12.598,19,171
Washburn County,Wisconsin,WI,15685,1976,125.98,12.598,55,129
Calaveras County,California,CA,44787,5641,125.95,12.595,6,9
Buena Vista County,Iowa,IA,20445,2575,125.95,12.595,19,21
Holmes County,Ohio,OH,43702,5504,125.94,12.594,39,75
Benton County,Indiana,IN,8709,1096,125.85,12.585,18,7
Aitkin County,Minnesota,MN,15722,1978,125.81,12.581,27,1
Bonneville County,Idaho,ID,108989,13711,125.8,12.58,16,19
Price County,Wisconsin,WI,13707,1724,125.78,12.578,55,99
Henry County,Iowa,IA,19941,2508,125.77,12.577,19,87
Brown County,Indiana,IN,14965,1882,125.76,12.576,18,13
Valley County,Nebraska,NE,4240,533,125.71,12.571,31,175
Nassau County,Florida,FL,77187,9702,125.69,12.569,12,89
Judith Basin County,Montana,MT,1981,249,125.69,12.569,30,45
Coos County,New Hampshire,NH,32219,4042,125.45,12.545,33,7
Pocahontas County,Iowa,IA,7061,885,125.34,12.534,19,151
Grady County,Oklahoma,OK,53955,6759,125.27,12.527,40,51
Lamoille County,Vermont,VT,25136,3148,125.24,12.524,50,15
Cameron County,Pennsylvania,PA,4807,602,125.23,12.523,42,23
Cerro Gordo County,Iowa,IA,43303,5422,125.21,12.521,19,33
Polk County,Minnesota,MN,31550,3950,125.2,12.52,27,119
Wibaux County,Montana,MT,1143,143,125.11,12.511,30,109
Highland County,Virginia,VA,2230,279,125.11,12.511,51,91
Plumas County,California,CA,18754,2346,125.09,12.509,6,63
Walworth County,Wisconsin,WI,103021,12885,125.07,12.507,55,127
West Feliciana Parish,Louisiana,LA,15384,1923,125,12.5,22,125
Ochiltree County,Texas,TX,10577,1322,124.99,12.499,48,357
Madison County,Mississippi,MS,101791,12720,124.96,12.496,28,89
Love County,Oklahoma,OK,9768,1219,124.8,12.48,40,85
Kootenai County,Idaho,ID,147716,18412,124.64,12.464,16,55
Chelan County,Washington,WA,74761,9318,124.64,12.464,53,7
Emmet County,Iowa,IA,9820,1223,124.54,12.454,19,63
Shelby County,Kentucky,KY,44967,5600,124.54,12.454,21,211
Ulster County,New York,NY,180505,22480,124.54,12.454,36,111
Pipestone County,Minnesota,MN,9285,1155,124.39,12.439,27,117
Bartholomew County,Indiana,IN,80203,9975,124.37,12.437,18,5
Menard County,Illinois,IL,12576,1564,124.36,12.436,17,129
Pierce County,Washington,WA,832896,103562,124.34,12.434,53,53
Fountain County,Indiana,IN,16741,2081,124.31,12.431,18,45
Terry County,Texas,TX,12724,1581,124.25,12.425,48,445
Baylor County,Texas,TX,3639,452,124.21,12.421,48,23
Iron County,Wisconsin,WI,5850,726,124.1,12.41,55,51
New Haven County,Connecticut,CT,860874,106796,124.06,12.406,9,9
Cloud County,Kansas,KS,9302,1154,124.06,12.406,20,29
Warren County,Pennsylvania,PA,40649,5042,124.04,12.404,42,123
Ralls County,Missouri,MO,10225,1268,124.01,12.401,29,173
Solano County,California,CA,429596,53265,123.99,12.399,6,95
Clinton County,Indiana,IN,32692,4052,123.94,12.394,18,23
Schuylkill County,Pennsylvania,PA,145503,18029,123.91,12.391,42,107
Allegheny County,Pennsylvania,PA,1230360,152390,123.86,12.386,42,3
St. Charles Parish,Louisiana,LA,52708,6522,123.74,12.374,22,89
Louisa County,Iowa,IA,11251,1392,123.72,12.372,19,115
Lyon County,Kentucky,KY,8325,1030,123.72,12.372,21,143
Nuckolls County,Nebraska,NE,4352,538,123.62,12.362,31,129
Carter County,Montana,MT,1295,160,123.55,12.355,30,11
Garrett County,Maryland,MD,29677,3666,123.53,12.353,24,23
Campbell County,Virginia,VA,55061,6799,123.48,12.348,51,31
Franklin County,Idaho,ID,13013,1606,123.42,12.342,16,41
Hoonah-Angoon Census Area,Alaska,AK,2107,260,123.4,12.34,2,105
Jackson County,Wisconsin,WI,20566,2536,123.31,12.331,55,53
Rutherford County,Tennessee,TN,290289,35764,123.2,12.32,47,149
Dane County,Wisconsin,WI,516818,63673,123.2,12.32,55,25
Orange County,New York,NY,376242,46342,123.17,12.317,36,71
LaGrange County,Indiana,IN,38395,4728,123.14,12.314,18,87
Orange County,California,CA,3132211,385556,123.09,12.309,6,59
York County,South Carolina,SC,245606,30218,123.03,12.303,45,91
Morgan County,Indiana,IN,69504,8547,122.97,12.297,18,109
Columbia County,New York,NY,61860,7605,122.94,12.294,36,21
Teton County,Idaho,ID,10437,1283,122.93,12.293,16,81
Wells County,Indiana,IN,27836,3421,122.9,12.29,18,179
Juneau County,Wisconsin,WI,26399,3244,122.88,12.288,55,57
Wayne County,Ohio,OH,115747,14207,122.74,12.274,39,169
Genesee County,New York,NY,59053,7245,122.69,12.269,36,37
Shelby County,Indiana,IN,44404,5446,122.65,12.265,18,145
Boyd County,Nebraska,NE,2006,246,122.63,12.263,31,15
Albany County,New York,NY,307891,37749,122.61,12.261,36,1
Licking County,Ohio,OH,169762,20814,122.61,12.261,39,89
Ector County,Texas,TX,153177,18777,122.58,12.258,48,135
Charlevoix County,Michigan,MI,26172,3208,122.57,12.257,26,29
San Francisco County,California,CA,850282,104180,122.52,12.252,6,75
Kearny County,Kansas,KS,3943,483,122.5,12.25,20,93
Weld County,Colorado,CO,278065,34050,122.45,12.245,8,123
Faribault County,Minnesota,MN,14119,1728,122.39,12.239,27,43
Wise County,Texas,TX,62089,7599,122.39,12.239,48,497
Taylor County,Wisconsin,WI,20521,2511,122.36,12.236,55,119
Bradford County,Pennsylvania,PA,61808,7562,122.35,12.235,42,15
Utah County,Utah,UT,564177,69019,122.34,12.234,49,49
Sumner County,Kansas,KS,23509,2872,122.17,12.217,20,191
Washington County,New York,NY,62465,7627,122.1,12.21,36,115
Faulk County,South Dakota,SD,2354,287,121.92,12.192,46,49
Polk County,Iowa,IA,459159,55972,121.9,12.19,19,153
Racine County,Wisconsin,WI,194873,23751,121.88,12.188,55,101
Weber County,Utah,UT,241328,29410,121.87,12.187,49,57
Swift County,Minnesota,MN,9483,1155,121.8,12.18,27,151
Power County,Idaho,ID,7696,937,121.75,12.175,16,77
Geary County,Kansas,KS,36818,4482,121.73,12.173,20,61
Cuming County,Nebraska,NE,9055,1102,121.7,12.17,31,39
Autauga County,Alabama,AL,55049,6697,121.66,12.166,1,1
Woodward County,Oklahoma,OK,21111,2568,121.64,12.164,40,153
Montgomery County,Indiana,IN,38108,4635,121.63,12.163,18,107
Taylor County,Florida,FL,22582,2746,121.6,12.16,12,123
Darke County,Ohio,OH,52185,6344,121.57,12.157,39,37
Huntingdon County,Pennsylvania,PA,45844,5572,121.54,12.154,42,61
Caroline County,Virginia,VA,29640,3600,121.46,12.146,51,33
Brooke County,West Virginia,WV,23473,2851,121.46,12.146,54,9
Washington County,Maryland,MD,149571,18166,121.45,12.145,24,43
Bristol County,Massachusetts,MA,554868,67338,121.36,12.136,25,5
Cooper County,Missouri,MO,17613,2137,121.33,12.133,29,53
Guadalupe County,New Mexico,NM,4469,542,121.28,12.128,35,19
Greene County,Ohio,OH,164325,19929,121.28,12.128,39,57
Greene County,New York,NY,48069,5826,121.2,12.12,36,39
Knox County,Nebraska,NE,8551,1036,121.16,12.116,31,107
Henry County,Illinois,IL,49681,6019,121.15,12.115,17,73
Van Wert County,Ohio,OH,28501,3449,121.01,12.101,39,161
Charlotte County,Florida,FL,169642,20511,120.91,12.091,12,15
Kalawao County,Hawaii,HI,91,11,120.88,12.088,15,5
Nance County,Nebraska,NE,3607,436,120.88,12.088,31,125
King William County,Virginia,VA,16156,1953,120.88,12.088,51,101
Dubuque County,Iowa,IA,96359,11616,120.55,12.055,19,61
Midland County,Michigan,MI,83559,10065,120.45,12.045,26,111
Beaufort County,South Carolina,SC,175316,21115,120.44,12.044,45,13
Summit County,Colorado,CO,29269,3522,120.33,12.033,8,117
Orange County,Vermont,VT,28897,3477,120.32,12.032,50,17
Chase County,Kansas,KS,2694,324,120.27,12.027,20,17
Park County,Montana,MT,15843,1905,120.24,12.024,30,67
Martin County,Indiana,IN,10218,1228,120.18,12.018,18,101
Monroe County,Pennsylvania,PA,167126,20071,120.1,12.01,42,89
Harvey County,Kansas,KS,34814,4180,120.07,12.007,20,79
Barron County,Wisconsin,WI,45548,5467,120.03,12.003,55,5
Ada County,Idaho,ID,425798,51101,120.01,12.001,16,1
Nevada County,California,CA,98639,11835,119.98,11.998,6,57
Calhoun County,Illinois,IL,4962,595,119.91,11.991,17,13
Cleveland County,Oklahoma,OK,271818,32583,119.87,11.987,40,27
Henry County,Georgia,GA,214171,25657,119.8,11.98,13,151
Callaway County,Missouri,MO,44693,5354,119.8,11.98,29,27
Banner County,Nebraska,NE,793,95,119.8,11.98,31,7
Yoakum County,Texas,TX,8316,996,119.77,11.977,48,501
Gates County,North Carolina,NC,11615,1391,119.76,11.976,37,73
Lonoke County,Arkansas,AR,71279,8535,119.74,11.974,5,85
Seminole County,Florida,FL,442905,53025,119.72,11.972,12,117
Pulaski County,Missouri,MO,53302,6372,119.55,11.955,29,169
Surry County,Virginia,VA,6731,804,119.45,11.945,51,181
Caledonia County,Vermont,VT,30859,3686,119.45,11.945,50,5
Wabash County,Indiana,IN,32177,3839,119.31,11.931,18,169
Lafayette County,Missouri,MO,32789,3912,119.31,11.931,29,107
Scott County,Iowa,IA,171116,20413,119.29,11.929,19,163
Macomb County,Michigan,MI,859703,102536,119.27,11.927,26,99
Adams County,Wisconsin,WI,20294,2420,119.25,11.925,55,1
Rensselaer County,New York,NY,159959,19064,119.18,11.918,36,83
Logan County,Oklahoma,OK,45171,5382,119.15,11.915,40,83
Lincoln County,Idaho,ID,5292,630,119.05,11.905,16,63
Emery County,Utah,UT,10570,1258,119.02,11.902,49,15
Coweta County,Georgia,GA,135625,16138,118.99,11.899,13,77
Louisa County,Virginia,VA,34350,4086,118.95,11.895,51,109
Morrill County,Nebraska,NE,4843,576,118.93,11.893,31,123
San Miguel County,Colorado,CO,7767,923,118.84,11.884,8,113
Pike County,Georgia,GA,17843,2120,118.81,11.881,13,231
Hood County,Texas,TX,54217,6439,118.76,11.876,48,221
Wabash County,Illinois,IL,11587,1376,118.75,11.875,17,185
Johnson County,Texas,TX,157544,18706,118.74,11.874,48,251
Thurston County,Washington,WA,266311,31605,118.68,11.868,53,67
Dorchester County,South Carolina,SC,148517,17625,118.67,11.867,45,35
Floyd County,Indiana,IN,76290,9050,118.63,11.863,18,43
Moultrie County,Illinois,IL,14915,1769,118.61,11.861,17,139
Fillmore County,Minnesota,MN,20877,2476,118.6,11.86,27,45
Duchesne County,Utah,UT,20078,2381,118.59,11.859,49,13
Lincoln County,Maine,ME,34165,4050,118.54,11.854,23,15
Niobrara County,Wyoming,WY,2498,296,118.49,11.849,56,27
Carbon County,Pennsylvania,PA,64330,7621,118.47,11.847,42,25
Rutland County,Vermont,VT,60133,7122,118.44,11.844,50,21
Cole County,Missouri,MO,76603,9067,118.36,11.836,29,51
Burke County,North Dakota,ND,2239,265,118.36,11.836,38,13
Rio Blanco County,Colorado,CO,6658,788,118.35,11.835,8,103
Cook County,Minnesota,MN,5215,617,118.31,11.831,27,31
Franklin County,Missouri,MO,102063,12057,118.13,11.813,29,71
Alameda County,California,CA,1605217,189590,118.11,11.811,6,1
Atchison County,Missouri,MO,5380,635,118.03,11.803,29,5
Somerset County,Pennsylvania,PA,76201,8993,118.02,11.802,42,111
De Witt County,Illinois,IL,16322,1926,118,11.8,17,39
Lewis and Clark County,Montana,MT,65989,7786,117.99,11.799,30,49
Santa Rosa County,Florida,FL,163903,19331,117.94,11.794,12,113
Juniata County,Pennsylvania,PA,24811,2926,117.93,11.793,42,67
Esmeralda County,Nevada,NV,1069,126,117.87,11.787,32,9
Hancock County,Maine,ME,54483,6420,117.83,11.783,23,9
Berkshire County,Massachusetts,MA,128563,15136,117.73,11.773,25,3
Emmons County,North Dakota,ND,3426,403,117.63,11.763,38,29
Wayne County,Pennsylvania,PA,51307,6034,117.61,11.761,42,127
Reeves County,Texas,TX,14438,1697,117.54,11.754,48,389
Floyd County,Virginia,VA,15587,1832,117.53,11.753,51,63
Sweet Grass County,Montana,MT,3634,427,117.5,11.75,30,97
Lincoln County,Nebraska,NE,35777,4200,117.39,11.739,31,111
Catoosa County,Georgia,GA,65645,7700,117.3,11.73,13,47
Wayne County,New York,NY,91874,10761,117.13,11.713,36,117
Irion County,Texas,TX,1631,191,117.11,11.711,48,235
Phillips County,Colorado,CO,4347,509,117.09,11.709,8,95
